player_id,position_id,number,captain,injured,minutes,appearences,lineups,substitute_in,substitute_out,substitutes_on_bench,goals,owngoals,assists,saves,inside_box_saves,dispossesed,interceptions,yellowcards,yellowred,redcards,tackles,blocks,hit_post,cleansheets,rating,fouls,crosses,dribbles,duels,passes,penalties,shots
3130,1,13,0,False,,,,,,6,,,,,,,,,,,,,,,,"{'committed': None, 'drawn': None}","{'total': None, 'accurate': None}","{'attempts': None, 'success': None, 'dribbled_past': None}","{'total': None, 'won': None}","{'total': None, 'accuracy': None, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
4545389,2,14,0,False,270,3,3,,,1,,,,,,,7,,,,5,1,,1,7.45,"{'committed': 2, 'drawn': 2}","{'total': None, 'accurate': None}","{'attempts': 1, 'success': 1, 'dribbled_past': 1}","{'total': 23, 'won': 19}","{'total': 378, 'accuracy': 96, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': 1, 'shots_on_target': 1, 'shots_off_target': None}"
186795,3,6,0,False,130,4,1,3,1,5,,,1,,,,,,,,2,1,,1,7.02,"{'committed': 2, 'drawn': 1}","{'total': 2, 'accurate': None}","{'attempts': 6, 'success': 4, 'dribbled_past': 1}","{'total': 12, 'won': 7}","{'total': 68, 'accuracy': 86, 'key_passes': 1}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': 2, 'shots_on_target': 1, 'shots_off_target': None}"
448389,4,11,0,False,363,6,4,2,3,2,,,1,,,4,1,,,,2,,2,3,6.57,"{'committed': 4, 'drawn': 5}","{'total': 11, 'accurate': 2}","{'attempts': 22, 'success': 7, 'dribbled_past': 4}","{'total': 43, 'won': 15}","{'total': 158, 'accuracy': 72, 'key_passes': 2}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': 3, 'shots_on_target': 2, 'shots_off_target': None}"
581000,1,1,0,False,,,,,,6,,,,,,,,,,,,,,,,"{'committed': None, 'drawn': None}","{'total': None, 'accurate': None}","{'attempts': None, 'success': None, 'dribbled_past': None}","{'total': None, 'won': None}","{'total': None, 'accuracy': None, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
185480,3,5,1,False,355,6,3,3,,3,,,,,,2,10,1,,,7,,,3,7.12,"{'committed': 6, 'drawn': 7}","{'total': None, 'accurate': None}","{'attempts': 3, 'success': 3, 'dribbled_past': 4}","{'total': 36, 'won': 22}","{'total': 300, 'accuracy': 91, 'key_passes': 5}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
186668,3,10,0,False,181,4,2,2,2,4,,,3,,,3,,,,,3,,1,2,7.32,"{'committed': 1, 'drawn': 1}","{'total': 6, 'accurate': 3}","{'attempts': 3, 'success': 2, 'dribbled_past': 1}","{'total': 14, 'won': 7}","{'total': 106, 'accuracy': 79, 'key_passes': 6}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': 3, 'shots_on_target': 2, 'shots_off_target': None}"
186595,2,15,0,False,180,2,2,,,3,,,,,,,5,1,,,,0,,1,6.82,"{'committed': 5, 'drawn': None}","{'total': None, 'accurate': None}","{'attempts': None, 'success': None, 'dribbled_past': 1}","{'total': 11, 'won': 3}","{'total': 162, 'accuracy': 93, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
186864,4,,0,False,27,1,,1,,2,,,,,,,,,,,,,,0,6.40,"{'committed': None, 'drawn': 1}","{'total': None, 'accurate': None}","{'attempts': 2, 'success': 1, 'dribbled_past': None}","{'total': 4, 'won': 2}","{'total': 14, 'accuracy': 28, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
186337,2,14,0,False,90,1,1,,,1,,,,,,1,5,,,,2,1,,1,7.61,"{'committed': 1, 'drawn': 2}","{'total': 1, 'accurate': 1}","{'attempts': None, 'success': None, 'dribbled_past': 1}","{'total': 8, 'won': 4}","{'total': 84, 'accuracy': 92, 'key_passes': 2}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
37288001,3,10,0,False,100,2,1,1,1,1,,,,,,1,1,,,,1,,,1,6.64,"{'committed': None, 'drawn': 1}","{'total': 5, 'accurate': 1}","{'attempts': 4, 'success': 1, 'dribbled_past': 1}","{'total': 8, 'won': 3}","{'total': 78, 'accuracy': 94, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
5641028,2,12,0,False,46,1,1,,1,1,,,,,,,,1,,,,,,1,6.74,"{'committed': 1, 'drawn': None}","{'total': None, 'accurate': None}","{'attempts': None, 'success': None, 'dribbled_past': None}","{'total': 2, 'won': 1}","{'total': 64, 'accuracy': 95, 'key_passes': None}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
24468970,3,19,0,False,57,2,,2,,2,,,,,,1,,,,,2,,,1,6.53,"{'committed': None, 'drawn': 1}","{'total': 5, 'accurate': None}","{'attempts': 4, 'success': 1, 'dribbled_past': 1}","{'total': 10, 'won': 5}","{'total': 33, 'accuracy': 81, 'key_passes': 1}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': None, 'shots_on_target': None, 'shots_off_target': None}"
37297544,4,,0,False,44,2,,2,,2,,,1,,,2,1,,,,1,,,1,6.86,"{'committed': None, 'drawn': 1}","{'total': 4, 'accurate': None}","{'attempts': 5, 'success': 2, 'dribbled_past': None}","{'total': 11, 'won': 5}","{'total': 22, 'accuracy': 90, 'key_passes': 1}","{'won': None, 'scores': None, 'missed': None, 'committed': None, 'saves': None}","{'shots_total': 2, 'shots_on_target': 2, 'shots_off_target': None}"
